balance,account_age_days,avg_loan_amount,income,credit_score,credit_amount,application_date,last_contact,income_to_credit_ratio,city,birth_date,years_at_job,client_id,application_id,address,previous_loans,late_payments_3y,employment_type,owns_car,owns_house,default
9804.68,3312,10259,11974.0,642,50741,2025-01-20,2025-01-31,0.2359827358546343,Jamesshire,1946-10-09,26,C-80065,APP-2023-632966,"66363 Compton Junction
Langland, TX 40300",2,0,Permanent,1,1,0
4191.69,3251,49964,34472.0,826,24254,2025-04-24,2025-05-20,1.421291333388307,Perezmouth,1949-01-26,0,C-761644,APP-2023-988997,"13192 Scott View
East Kevin, NH 39588",0,2,Self-employed,1,0,0
679.96,1761,8363,46326.0,305,155251,2024-10-17,2024-11-29,0.2983942132417826,Stephanieberg,1956-08-09,21,C-575842,APP-2023-376873,"0622 Davis Union Suite 200
North Kyle, MI 70677",1,0,Temporary,1,0,1
4514.74,846,48288,8430.0,340,24578,2024-07-16,2024-09-09,0.342989665554561,Port Stacy,1984-09-28,17,C-380557,APP-2023-590146,"02651 Yvonne Corners
Port Joelville, FM 24482",2,4,Permanent,1,0,0
6297.07,1147,30651,19478.0,717,199417,2024-09-24,2024-12-02,0.097674721814088,Marksbury,1953-11-28,19,C-151508,APP-2023-784647,"4377 Ross Trail
Port Melissa, WI 22817",0,2,Permanent,1,0,0
2283.71,765,48625,48832.0,397,169651,2024-12-24,2025-02-20,0.2878379732509681,East Kellyview,1976-07-20,13,C-47643,APP-2023-30086,"060 Shawn Manor Apt. 540
West Laurenburgh, SC 21895",1,1,Permanent,0,1,0
3333.37,2254,38394,24352.0,636,171866,2024-12-07,2025-02-16,0.1416917831333713,South Lauren,1947-09-05,36,C-94135,APP-2023-398902,"062 Debra Common Suite 478
Cohenshire, DE 42900",2,2,Self-employed,0,0,0
5063.32,1721,12537,33361.0,750,120158,2025-05-28,2025-08-04,0.2776427703523694,Rebeccachester,1993-02-21,28,C-295997,APP-2023-335984,"PSC 6255, Box 8753
APO AP 44389",1,2,Temporary,0,0,0
4666.36,336,25619,61639.0,755,189016,2025-01-08,2025-02-03,0.3261046683878613,Knappville,1982-03-05,38,C-97408,APP-2023-160968,"498 Hoover Light
West Jessicaberg, OH 88491",2,1,Permanent,1,1,1
1567.83,1922,24808,18815.0,396,170574,2025-01-30,2025-02-13,0.1103040322675202,Port Carrie,1999-05-01,26,C-864531,APP-2023-377885,"955 Stephen Roads
North Matthew, CT 10736",2,2,Temporary,0,0,0
7187.1,1971,29750,40806.0,701,45688,2024-12-17,2025-01-03,0.8931448082647523,Micheleview,1992-09-16,28,C-898142,APP-2023-427311,"7836 Andersen Stravenue Apt. 496
Robertston, KS 61520",1,3,Permanent,0,1,0
12621.47,3130,49572,23425.0,405,95528,2024-08-20,2024-09-04,0.2452160623063395,Lake Christopherview,1951-07-27,13,C-356072,APP-2023-124345,"3523 Young Mall
Lake Josephfort, NC 57485",1,1,Permanent,1,0,0
11814.57,2347,48919,40568.0,775,124610,2024-12-04,2025-02-13,0.3255597464087954,Smithmouth,1984-04-09,13,C-951721,APP-2023-777022,"65871 Bernard Cliff Apt. 723
East Madisonmouth, NM 73036",1,1,Self-employed,0,0,0
8835.49,1623,15293,33557.0,505,118677,2024-11-03,2025-01-28,0.282759085585244,Kaitlynfort,1950-02-15,14,C-23214,APP-2023-407619,"40069 Theresa Forest Apt. 740
New Jenniferton, FM 11372",2,0,Permanent,0,0,0
3156.5,2235,11172,28578.0,819,150776,2025-03-28,2025-05-31,0.1895394492492174,Richardfurt,1963-12-17,19,C-576012,APP-2023-414779,"32518 Hardin Green
Port Rebecca, MO 03508",1,0,Unemployed,0,0,0
7702.54,2812,10816,28075.0,451,124273,2024-09-16,2024-11-03,0.2259139153315684,East Austinside,1980-12-05,4,C-800028,APP-2023-541694,"5620 Terri Court
North Aaron, FM 64750",3,1,Permanent,0,1,0
9512.91,936,11939,22033.0,327,165653,2025-02-01,2025-04-13,0.1330069482593131,Lake Matthew,1946-01-12,32,C-801817,APP-2023-109491,"USNV Smith
FPO AA 37676",1,0,Permanent,1,0,1
4871.51,3586,45210,39706.0,306,187838,2024-12-08,2024-12-18,0.2113842779416305,Heatherfort,1949-01-20,30,C-370937,APP-2023-745188,"79091 Misty Square
Lake Nicole, WY 42884",0,0,Permanent,1,0,0
9147.52,767,5623,40285.0,733,163116,2024-07-28,2024-08-03,0.246971480418843,Lake Travisfort,1977-09-13,2,C-483457,APP-2023-204668,"0017 Harold Trail Apt. 491
Suttonhaven, MI 59410",2,0,Temporary,1,0,1
7232.59,70,37414,34798.0,822,144496,2025-01-14,2025-02-23,0.2408232753847857,Davidtown,1991-06-18,32,C-711480,APP-2023-963891,"6292 David Square Suite 707
New Heatherville, AL 12322",2,2,Permanent,1,1,0
10965.28,124,27511,30051.0,334,135748,2024-08-11,2024-09-27,0.2213734272328137,Port Sarah,1980-08-10,20,C-170885,APP-2023-600691,"6236 Emma Knoll
New Susan, KY 75057",2,2,Permanent,1,0,0
4319.8,3431,22637,19908.0,707,81337,2025-01-29,2025-04-16,0.2447594575654376,Kristinmouth,1962-06-21,4,C-471936,APP-2023-104757,"895 King Freeway
Morganchester, VI 92630",4,4,Permanent,0,0,0
4077.43,2118,17891,30995.0,790,134310,2024-11-07,2024-12-30,0.230772094408458,Williamsville,1962-12-08,14,C-662127,APP-2023-844027,"769 Jones Fort
West Anna, DE 34518",2,1,Self-employed,1,0,0
5146.18,2396,43328,5731.0,419,121622,2025-04-23,2025-04-25,0.0471214089556165,New Sarahchester,1996-06-15,23,C-390505,APP-2023-610256,"1940 Debra Pine
East Shannontown, VA 70208",2,0,Permanent,0,0,0
7550.5,2337,7041,34833.0,692,164484,2024-12-18,2024-12-31,0.211771357700445,Traceyside,2005-06-20,39,C-616137,APP-2023-419213,"USNS Harper
FPO AA 36324",2,3,Permanent,1,1,0
11090.68,2395,37193,26139.0,374,13295,2024-12-01,2024-12-07,1.9660774727341104,Alexandratown,2002-03-27,23,C-843949,APP-2023-658311,"8104 Mckay Stream Suite 338
East Maria, AZ 09510",1,1,Permanent,0,1,0
3455.09,2544,14566,15727.0,713,102253,2025-03-15,2025-05-10,0.1538047783439116,New Kristy,1948-10-14,25,C-764819,APP-2023-283050,"1952 Aaron Oval Apt. 587
Guzmanchester, MS 60336",3,3,Temporary,0,0,0
4230.21,3338,34350,35410.0,675,82552,2025-01-10,2025-03-26,0.4289417579222793,North John,1955-02-08,11,C-437261,APP-2023-265504,"Unit 0408 Box 7202
DPO AP 11971",0,3,Temporary,1,1,0
4142.84,1947,16600,7932.0,725,111938,2024-09-07,2024-09-27,0.0708606550054494,South Rogerchester,1971-01-16,23,C-399860,APP-2023-203509,"2895 Victor Lodge Apt. 538
Lake Brandonhaven, GU 97657",4,4,Self-employed,0,0,0
6742.01,1208,17424,44181.0,787,37839,2025-07-04,2025-09-06,1.1676048521366844,New Blakemouth,1956-10-05,30,C-277227,APP-2023-840785,"069 Smith Villages Suite 094
Rickeyland, NM 75215",1,2,Permanent,1,1,0
4573.01,2408,28129,26389.0,772,187145,2025-07-07,2025-07-28,0.1410083090651633,Kingberg,1993-04-29,12,C-388755,APP-2023-565229,"37767 Carlson Squares
Sydneyborough, NE 88064",2,2,Permanent,1,0,0
5610.3,3102,4889,22125.0,689,115558,2025-05-17,2025-06-05,0.1914622959898925,New Kevin,1950-01-26,27,C-611596,APP-2023-671357,"221 Ramirez Lake Apt. 835
New Keith, GA 32992",3,4,Self-employed,0,1,0
532.52,745,19834,78028.0,544,164795,2025-06-30,2025-08-14,0.4734852392366273,Andersonbury,1970-03-12,19,C-363341,APP-2023-429988,"USS Hull
FPO AA 47786",2,1,Temporary,0,0,1
3505.92,1087,21787,24680.0,651,30603,2024-11-02,2025-01-15,0.8064568833120935,Port Amandaport,2000-05-21,32,C-767524,APP-2023-188406,"PSC 9586, Box 9609
APO AP 31615",4,1,Self-employed,1,0,0
10722.41,3127,13735,36508.0,568,194322,2024-10-03,2024-11-28,0.1878737353464867,Jennifermouth,1969-06-18,16,C-414860,APP-2023-34783,"USS Buckley
FPO AA 80085",1,0,Permanent,1,0,0
5601.66,349,30089,14433.0,620,32229,2024-11-25,2025-01-15,0.4478264916689937,Elizabethchester,1954-05-04,30,C-118560,APP-2023-682241,"591 Hernandez Forge Suite 827
Reginachester, GA 59713",1,1,Permanent,0,1,0
5271.52,976,18461,32400.0,757,62830,2024-07-13,2024-08-11,0.5156772242559287,Lake Barryview,2000-05-12,30,C-57224,APP-2023-635902,"7499 Anita Overpass Apt. 313
New Heidi, OH 10751",3,3,Unemployed,1,0,0
7758.92,3484,47034,34655.0,529,84994,2025-03-31,2025-04-14,0.4077346636233145,Youngfurt,1988-12-09,25,C-171348,APP-2023-127133,"8880 Martin Crescent Suite 095
Briannamouth, AL 26547",3,2,Permanent,1,0,0
4518.89,2904,46171,2889.0,582,112960,2025-05-19,2025-06-28,0.0255754249291784,Tammyfort,1982-03-18,3,C-751694,APP-2023-914737,"9481 Jonathan Fall
Josephview, MT 55998",2,1,Temporary,1,1,0
388.55,817,29857,25571.0,580,86963,2024-09-14,2024-12-07,0.294044593677771,Petersmouth,1954-09-07,1,C-308560,APP-2023-894041,"028 Miller Viaduct Apt. 316
Parkershire, NV 72803",2,1,Permanent,1,0,0
5806.25,583,8781,38894.0,461,8009,2025-03-10,2025-05-29,4.856286677487827,Jeremiahview,1980-10-03,29,C-168309,APP-2023-836292,"09794 Taylor Turnpike
Angiemouth, VT 99223",3,0,Self-employed,0,0,0
8331.7,2703,30341,24868.0,456,84842,2025-06-20,2025-07-29,0.293109544800924,Davidtown,1978-05-07,38,C-337559,APP-2023-523764,"1170 Irwin Mount
New Roger, NV 26983",2,3,Self-employed,1,0,0
4536.5,2828,48416,13884.0,625,172120,2025-05-03,2025-07-06,0.0806646525679758,Lake Laurenhaven,1978-11-13,39,C-897926,APP-2023-816316,"305 Brooks Cliff Suite 940
Kaylastad, MI 51165",0,2,Temporary,1,0,1
9600.6,1320,49103,17798.0,397,109332,2025-04-20,2025-06-08,0.1627885705923243,Jillianton,1945-08-17,3,C-496498,APP-2023-442257,"34634 Tracy Port Suite 415
North Maxville, IL 47391",2,1,Temporary,0,1,0
5510.62,309,36682,22992.0,349,22719,2024-12-10,2025-01-02,1.0120163739601216,Darlenechester,2007-07-03,16,C-526573,APP-2023-896244,"69304 Sandra Valley
South Amy, NC 52749",2,4,Permanent,1,0,1
6264.0,3591,36180,18050.0,664,153194,2025-07-07,2025-09-01,0.1178244578769403,West Sarafort,1962-09-30,25,C-116431,APP-2023-783940,"54377 Stephen Club
West Tracie, NY 83743",1,1,Temporary,0,0,0
3764.35,909,32560,21401.0,689,102607,2025-05-04,2025-07-02,0.2085725145457912,Woodsstad,1995-04-16,11,C-982927,APP-2023-369807,"41434 Ramirez Shoal
Bergershire, VT 35536",2,1,Self-employed,1,1,0
7016.46,518,30244,44548.0,506,164539,2024-09-27,2024-12-04,0.2707443220148414,Christopherville,1950-07-06,37,C-818236,APP-2023-183315,"0573 Ashley Lodge
East Kathy, GU 98789",2,0,Temporary,1,0,0
6190.86,626,44411,20742.0,408,132530,2024-12-27,2025-01-29,0.1565079604617822,Lisashire,2000-07-15,0,C-85781,APP-2023-597198,"1604 Kevin Road Suite 475
Williamfort, HI 39291",2,1,Permanent,1,0,0
5253.13,626,13730,33058.0,338,165215,2025-03-06,2025-03-09,0.2000907907877614,North Rodney,1983-03-16,5,C-773386,APP-2023-17225,"2144 Robertson Unions
Kingland, LA 42727",1,2,Permanent,1,0,0
5935.67,707,41482,20438.0,346,99565,2025-02-16,2025-04-20,0.2052729372771556,South David,1960-04-20,35,C-8309,APP-2023-302643,"3157 Matthews Row
Wintersbury, MT 91709",0,3,Permanent,1,0,1
9289.92,1120,21743,18917.0,493,124142,2025-02-19,2025-05-07,0.1523819497027597,East Michellefort,1957-02-25,23,C-918661,APP-2023-445640,"155 Matthew Inlet
Georgeburgh, MA 88389",5,2,Permanent,1,1,0
7657.66,1813,11671,34406.0,610,170790,2024-12-26,2024-12-30,0.2014520756484571,Ashleyside,2005-02-07,36,C-454591,APP-2023-247108,"6434 Alexis Cove Apt. 887
Bethchester, MA 87728",1,1,Permanent,0,0,1
9174.93,178,14206,19636.0,401,144669,2025-01-26,2025-03-23,0.1357305296919174,East Kellitown,1994-10-11,4,C-732522,APP-2023-596530,"876 Hernandez Points Suite 795
Jessicaville, IL 12376",3,0,Permanent,0,1,0
4460.32,2563,13601,9406.0,725,197643,2025-06-07,2025-07-17,0.0475908582646488,Thompsonside,2004-06-16,39,C-888503,APP-2023-585877,"34647 Christine Estates
Santosborough, CO 85519",1,2,Unemployed,1,0,0
5664.21,539,36747,6827.0,770,47776,2024-08-16,2024-09-09,0.142896014735432,Campbellfort,1959-11-30,12,C-223102,APP-2023-690889,"8433 Thomas Pass Suite 410
Rachelton, ID 01577",0,1,Permanent,1,0,0
6856.83,3319,40933,32368.0,437,191063,2025-02-05,2025-04-12,0.1694100898656464,Patriciashire,1957-01-07,13,C-224759,APP-2023-818594,"77946 Zachary Overpass Apt. 613
Brandyberg, IL 11952",1,1,Self-employed,1,0,0
6316.14,1257,12856,31653.0,523,152935,2024-12-02,2025-02-27,0.2069702814921371,North Michealtown,1980-04-16,17,C-642601,APP-2023-932771,"954 Sandra Tunnel
Murphymouth, MA 33232",3,2,Self-employed,1,1,0
9663.22,3091,38691,7109.0,430,173746,2025-02-04,2025-03-04,0.0409160498658961,Tylerside,1989-06-24,9,C-788710,APP-2023-658433,"89980 Short Heights Suite 951
South Timothy, ND 36890",3,2,Temporary,1,0,0
6484.67,1105,2255,13170.0,443,28842,2024-12-25,2025-02-03,0.4566257541085916,Lake Kevin,1985-12-18,37,C-422334,APP-2023-125527,"40513 Monroe Drive Apt. 214
Lake Amanda, MA 19137",0,0,Permanent,1,0,0
3834.05,2146,20688,20513.0,654,52797,2024-08-18,2024-10-18,0.3885258632119249,East David,1992-01-23,32,C-740875,APP-2023-782223,"086 Charlene Circles
Port Wanda, WV 66862",2,1,Temporary,0,0,0
1093.15,3036,43138,34029.0,389,169045,2024-08-24,2024-11-19,0.2013014286136827,West Carolyn,1962-11-12,14,C-466621,APP-2023-379390,"3195 Pope Spur
Port Brenda, SC 97115",2,3,Temporary,0,0,0
2797.29,2693,33544,22816.0,455,156446,2025-05-24,2025-08-10,0.1458394589826521,Port Sylviahaven,1958-04-26,30,C-577968,APP-2023-763771,"987 Rachel Islands
Port Paula, OK 08027",3,3,Permanent,0,0,1
6608.49,237,8025,7418.0,401,47250,2024-12-28,2025-01-28,0.156994708994709,New Mollyfort,1952-03-30,3,C-57000,APP-2023-797682,"28160 Jeffrey Park
Youngfurt, MH 42885",4,3,Permanent,1,0,0
7478.04,518,8285,2471.0,778,34232,2024-12-06,2024-12-13,0.0721839214769806,Kennedyfurt,1950-06-22,12,C-206500,APP-2023-819933,"8336 Dalton Mountain
Port Barbara, WI 57129",4,0,Permanent,1,1,0
6223.83,1417,24435,37281.0,612,68550,2025-04-15,2025-05-13,0.5438512035010941,East Stephanie,1994-08-26,30,C-861333,APP-2023-33062,"94868 Melanie Common Apt. 914
Warrenport, TX 32023",2,2,Permanent,1,0,0
879.35,1540,20678,38443.0,773,65437,2025-01-18,2025-03-23,0.5874810886807158,Tammyborough,2000-06-19,9,C-698532,APP-2023-932906,"87011 Ford Spurs
East Heatherport, MT 81722",3,2,Temporary,0,1,0
3292.67,2247,30800,12595.0,472,98450,2025-07-02,2025-09-18,0.1279329608938547,North Jenniferstad,1979-10-18,28,C-884010,APP-2023-392314,"14999 Smith Fords Suite 711
New Kenneth, FL 57261",2,1,Unemployed,0,0,1
6412.18,2989,4244,41791.0,317,35499,2024-09-29,2024-11-03,1.177244429420547,Kelleyview,1987-06-23,7,C-958725,APP-2023-488848,"8289 Garrett Spurs Suite 965
East Joshuaburgh, WI 20723",4,1,Self-employed,1,1,0
4380.84,3485,12601,16130.0,687,123029,2024-07-15,2024-08-26,0.1311072999049004,Jamesville,1981-05-15,12,C-844892,APP-2023-473454,"1159 Love Point Suite 581
Gregorystad, OK 20174",1,5,Temporary,0,0,0
703.74,1616,20820,19729.0,424,40385,2024-12-02,2025-01-15,0.4885229664479386,West Saraton,1964-10-05,15,C-92169,APP-2023-93147,"002 Mary Mills Apt. 760
Lindseytown, NE 14830",3,1,Permanent,1,1,0
2332.04,499,15477,32608.0,842,139965,2024-10-06,2024-12-05,0.2329725288464973,Port Matthewhaven,1982-11-08,6,C-221623,APP-2023-882708,"700 Anderson Avenue Apt. 917
South Juliechester, VT 54126",1,1,Permanent,1,0,1
4007.11,3313,40641,49583.0,745,81052,2024-10-28,2024-12-01,0.611743078517495,Hodgebury,1963-04-19,30,C-334185,APP-2023-640521,"74037 Lopez Street Apt. 496
Millerview, AR 26032",6,0,Temporary,0,1,0
3393.81,1689,26100,32725.0,329,178004,2024-12-19,2024-12-22,0.1838441832767803,Philliptown,1999-04-07,37,C-641459,APP-2023-630757,"5337 Mary Crossroad Suite 911
Port Jameschester, MT 60992",1,4,Permanent,0,0,0
4469.85,3496,41279,60439.0,418,36644,2024-07-12,2024-08-02,1.649355965505949,East Jeffery,1965-06-03,6,C-537737,APP-2023-265545,"092 Anderson Lights Suite 035
Brandonton, FL 51090",0,1,Temporary,1,1,0
1751.66,3370,49576,34563.0,381,20297,2025-01-07,2025-03-10,1.7028624919938906,Meganberg,1948-01-16,4,C-735311,APP-2023-139859,"29880 Amber Camp
North Meghanburgh, VT 13542",0,0,Permanent,0,0,0
6648.04,759,36898,37522.0,542,193776,2025-04-07,2025-06-13,0.1936359507885393,Michellebury,1973-10-14,35,C-798688,APP-2023-345769,"1383 Steven Unions Apt. 300
Lisachester, PW 55747",1,3,Permanent,0,1,0
3931.47,2635,31047,6767.0,539,173132,2024-07-28,2024-09-02,0.0390857842570986,Dariusfurt,1975-08-23,15,C-981445,APP-2023-48508,"7466 Hancock Stream
Larrytown, MS 32568",2,1,Permanent,1,1,0
5222.12,3073,11597,26506.0,508,145896,2025-06-30,2025-07-27,0.1816773592147831,New Kyleview,1978-01-08,8,C-426790,APP-2023-791378,"3128 Ali Ridges Suite 642
North Nathanielport, OK 82460",4,1,Permanent,0,0,0
7489.24,3259,18807,25509.0,802,134909,2024-11-29,2025-01-31,0.1890830115114632,Danielview,1977-03-02,37,C-46683,APP-2023-131865,"07795 John Branch
New Aimee, AL 44399",3,2,Temporary,1,0,0
6358.71,1660,15935,30633.0,640,189576,2025-06-26,2025-08-17,0.1615869097354095,Port Maria,1966-03-10,39,C-44632,APP-2023-765591,"8527 Graham Point
Lake Lynn, MH 23592",3,0,Permanent,1,1,0
4520.91,1517,3524,32642.0,816,96902,2025-01-02,2025-01-14,0.3368557924501042,Denisemouth,1995-04-30,34,C-931728,APP-2023-370710,"3017 Pollard Circles Apt. 652
Kelleytown, FL 32279",1,1,Self-employed,0,0,1
6981.38,167,25419,28345.0,414,89162,2025-04-05,2025-06-22,0.3179044884592091,Theresashire,1996-06-18,21,C-445176,APP-2023-748142,"643 Thompson Dam
Kaylaville, TN 50616",2,4,Temporary,0,0,1
4120.58,2712,28190,38264.0,781,105188,2024-12-10,2024-12-12,0.3637677301593338,Brooksland,1989-10-18,19,C-604747,APP-2023-940975,"195 James Court Apt. 378
Walshmouth, CT 99694",1,0,Permanent,0,0,0
6538.95,568,28472,45335.0,450,125580,2024-11-07,2025-01-27,0.3610049370918936,Julianstad,2007-04-11,1,C-660725,APP-2023-292939,"2116 Ward Bridge
North Angel, GU 81780",2,1,Permanent,0,1,0
5922.16,1893,30231,27757.0,822,126589,2024-07-11,2024-09-24,0.2192686568343221,Lake Anthonyfurt,1978-01-16,20,C-932071,APP-2023-586568,"420 Swanson Groves Suite 324
Jenniferville, AZ 33833",3,1,Permanent,0,0,0
3211.19,989,44739,9308.0,479,17132,2025-01-02,2025-02-14,0.5433107634835396,Haynesfort,1997-05-21,27,C-681931,APP-2023-508506,"5496 Christopher Extensions
Brooksland, VA 63989",4,7,Permanent,0,0,0
2770.83,2120,16445,34958.0,303,126730,2025-01-25,2025-03-21,0.2758462873826244,Karenmouth,1979-03-26,30,C-113707,APP-2023-800882,"358 Davis Park
Lake Carlosville, LA 05037",1,2,Permanent,0,0,0
4608.3,1976,24283,24121.0,787,181720,2024-09-02,2024-11-09,0.1327371780761611,West Elizabeth,2001-11-02,25,C-256104,APP-2023-745464,"38723 Vasquez Run
Port Carlaland, WA 88620",1,1,Permanent,0,0,0
10369.42,41,22502,49607.0,660,130583,2024-09-06,2024-11-03,0.3798886531937541,East Williamfurt,1974-03-27,9,C-81497,APP-2023-266488,"6959 Alexa Manors
West Adam, MP 09281",3,3,Permanent,1,1,0
2207.43,3192,48258,33496.0,809,179820,2024-10-11,2025-01-08,0.1862751640529418,Charleneland,1967-04-06,7,C-832558,APP-2023-120723,"2241 Davis Parkway
Alisonton, AZ 28926",4,1,Permanent,1,1,0
4605.85,2425,3742,18764.0,680,41623,2025-06-30,2025-09-16,0.4508084472527208,Myersport,1966-03-21,16,C-254820,APP-2023-648633,"8016 Lisa Forge Suite 039
Stonebury, PR 33657",0,0,Permanent,0,0,1
11840.79,2200,31055,10502.0,421,169523,2024-08-08,2024-09-26,0.0619502958300643,Jayton,1945-11-24,33,C-885782,APP-2023-964208,"77880 Schneider Fords Apt. 350
West Matthew, MO 62595",0,1,Permanent,0,0,0
3028.49,1323,20946,13729.0,620,114298,2025-03-23,2025-05-08,0.1201158375474636,East Shelby,1949-02-25,15,C-833890,APP-2023-979779,"8268 Ronnie Corner
Monicafort, ID 78901",5,0,Permanent,1,0,0
10738.45,1574,4470,23377.0,636,116367,2024-09-07,2024-11-22,0.2008902867651482,East Scott,1989-10-10,29,C-812478,APP-2023-381222,"09878 Davis Rapid
Dixonburgh, HI 95282",4,2,Permanent,1,0,0
6505.88,2020,4920,48125.0,370,12592,2024-11-29,2024-12-30,3.821871029224905,South Patricia,1962-01-05,31,C-492458,APP-2023-731285,"998 Duncan Shoal
West Sarah, MT 80877",3,1,Permanent,1,1,0
5287.94,2400,21211,8917.0,322,32391,2025-05-30,2025-07-17,0.2752925195270291,North Cynthialand,1992-08-17,35,C-447661,APP-2023-519504,"87872 Melissa Burgs Apt. 207
Port Jasonport, MP 46849",2,1,Unemployed,1,0,0
7713.12,816,7272,34426.0,741,166635,2024-09-16,2024-09-30,0.2065952530980886,North Anthony,1954-11-12,16,C-20152,APP-2023-170888,"46497 Carl Parkways Apt. 791
North Joanhaven, WY 34381",0,3,Self-employed,0,1,1
5709.94,1622,28311,16348.0,594,65762,2024-10-12,2024-11-30,0.2485934126091055,Corystad,2007-02-24,12,C-190668,APP-2023-164531,"4549 Johnson Flats
Port Jennifer, CA 92134",1,2,Permanent,1,0,1
8810.51,1757,4760,39139.0,562,96461,2025-01-12,2025-03-27,0.4057494738806357,Kyleville,1967-01-01,29,C-745073,APP-2023-374295,"095 Garcia Summit Suite 593
Littleberg, NC 47419",1,2,Temporary,1,1,0
3555.04,2479,29904,44327.0,476,94439,2024-09-22,2024-11-21,0.4693717637840299,New Jeffery,1955-02-17,0,C-758671,APP-2023-849180,"9730 Williams Manors
East Brett, NM 27277",1,6,Permanent,0,1,0
7884.83,3189,43851,10852.0,660,151954,2025-04-27,2025-05-22,0.071416349684773,Karenland,1948-12-12,18,C-43153,APP-2023-317251,"4732 Barton Terrace Suite 264
Harrisview, VA 03463",1,1,Permanent,0,0,0
7642.34,2490,23824,52031.0,467,128899,2025-03-20,2025-05-05,0.4036571268978037,Cindyfort,1975-09-23,20,C-603616,APP-2023-697121,"128 Mendez Knolls Apt. 713
North Williamton, MS 71073",1,0,Permanent,0,1,0
7141.67,754,3919,62054.0,711,5287,2025-03-15,2025-05-06,11.737090977870247,Vanessaview,1960-04-11,19,C-269095,APP-2023-32281,"424 Duran Tunnel
Jacksonport, MS 73350",4,1,Permanent,0,1,0
6601.77,1217,7916,36710.0,786,124210,2024-08-11,2024-10-28,0.2955478624909428,Lake Emmafort,1973-05-28,20,C-449273,APP-2023-543823,"21194 Amanda Brooks
Port Gabrielle, TX 71707",3,1,Temporary,1,0,0
4489.13,2956,37818,24015.0,425,151164,2024-07-29,2024-10-06,0.1588671906009367,Lake Alexischester,1953-07-23,1,C-502776,APP-2023-53194,"568 Alan Well Suite 755
North Dana, GU 46216",3,0,Permanent,1,0,0
708.5,503,3560,8235.0,387,12664,2025-02-12,2025-04-13,0.6502684775742261,Anthonyland,1974-07-02,14,C-657262,APP-2023-572106,"7221 Charles Rest Suite 486
Port Valerie, KY 31488",2,0,Permanent,0,1,0
8360.75,749,35544,37280.0,736,12179,2024-09-30,2024-12-19,3.0610066507923475,Port Destiny,1944-07-28,24,C-492934,APP-2023-109966,"6676 Jerry Trail Suite 635
Drewview, DC 10717",2,1,Temporary,1,1,1
8287.63,2793,6081,22120.0,734,162177,2025-01-10,2025-03-04,0.1363941865985929,Jenniferfort,1965-09-03,38,C-330133,APP-2023-864278,"8428 Davis Courts Suite 521
North Jeffrey, MH 33652",5,1,Self-employed,1,1,0
6925.66,2852,19049,43645.0,441,49225,2025-03-11,2025-05-12,0.8866429659725749,West Brenda,1975-04-21,17,C-235789,APP-2023-483034,"4439 Russell Drive
Anthonytown, OK 16301",1,0,Permanent,0,0,0
5707.54,434,3851,22386.0,647,199719,2024-10-18,2025-01-05,0.1120874829134934,South Charles,1948-08-05,9,C-564368,APP-2023-781687,"3094 Jose Port Suite 630
East Bobby, IA 19627",0,2,Self-employed,1,1,1
9961.07,516,49137,35287.0,584,47255,2024-07-31,2024-08-15,0.7467357951539519,Lake Kiaraberg,1957-08-23,33,C-713170,APP-2023-507068,"Unit 4497 Box 2402
DPO AA 18945",3,4,Permanent,1,0,0
5946.65,310,4334,15480.0,831,135973,2024-12-26,2025-01-20,0.1138461312172269,East John,1956-08-26,10,C-408967,APP-2023-834894,"9346 Antonio Freeway Suite 199
Woodwardtown, MD 63369",3,4,Self-employed,0,1,0
8499.7,720,8143,40750.0,532,30707,2025-06-08,2025-07-02,1.3270589767805387,Benjaminmouth,2000-01-27,13,C-871528,APP-2023-307227,"44233 Christian Trail Suite 489
Patricktown, KY 77495",1,2,Permanent,1,1,0
11101.2,2039,34266,39931.0,796,187084,2025-03-25,2025-04-11,0.2134388830685681,New Dennisfurt,1965-05-09,33,C-22303,APP-2023-905200,"4820 Erin Haven
Bonillaburgh, VA 22390",1,1,Permanent,1,0,0
5078.51,3609,49240,39671.0,742,136622,2024-12-27,2025-02-23,0.2903705113378519,Jacobfort,1964-07-27,8,C-833084,APP-2023-185509,"6246 Eaton Expressway
Romerofort, MO 20932",0,0,Permanent,1,0,0
923.69,2024,45112,55573.0,512,104039,2025-05-06,2025-06-19,0.5341554609329194,West Bryan,1946-12-10,1,C-260924,APP-2023-116528,"82395 Mendoza Run
Pamelahaven, MT 00561",3,3,Permanent,1,0,0
4183.85,706,7097,48621.0,808,29904,2024-08-11,2024-08-18,1.6259028892455858,Port Bethanymouth,1945-06-03,39,C-472668,APP-2023-958732,"03249 Obrien Bridge Apt. 814
West Erikafurt, AS 53112",2,2,Permanent,1,1,0
1121.13,2534,20670,19178.0,435,95966,2025-02-08,2025-02-10,0.1998416105704103,Smithport,1955-12-23,31,C-777184,APP-2023-99373,"6420 Gardner Points Apt. 928
Boothborough, ID 94204",4,0,Permanent,0,0,1
3639.6,1512,19824,19102.0,455,120766,2025-03-19,2025-05-06,0.1581736581488167,Lake Susan,1984-01-05,31,C-741244,APP-2023-677420,"8648 Edwards Stravenue
Kristihaven, DE 99264",2,0,Permanent,1,0,0
